Sector,Community Name,Category,Crime Count,Date,Year,Month,ID,Resident Count,Community Center Point,Calgary Communities,Ward Boundaries 2013-2017,Ward Boundaries,City Quadrants
NORTHEAST,SADDLE RIDGE INDUSTRIAL,Break & Enter - Commercial,1,2019/02,2019,FEB,2019-FEB-SADDLE RIDGE INDUSTRIAL-Break & Enter - Commercial,,POINT (-113.9757297 51.12518951),74,1,11,4
WEST,SIGNAL HILL,Street Robbery,1,2019/07,2019,JUL,2019-JUL-SIGNAL HILL-Street Robbery,,POINT (-114.1791959 51.02286096),278,14,1,1
SOUTH,PALLISER,Assault (Non-domestic),1,2019/11,2019,NOV,2019-NOV-PALLISER-Assault (Non-domestic),,POINT (-114.1121538 50.96676469),66,5,8,1
CENTRE,GARRISON WOODS,Theft FROM Vehicle,1,2019/08,2019,AUG,2019-AUG-GARRISON WOODS-Theft FROM Vehicle,,POINT (-114.1136166 51.01718798),201,2,8,1
WEST,ROSSCARROCK,Break & Enter - Commercial,1,2019/05,2019,MAY,2019-MAY-ROSSCARROCK-Break & Enter - Commercial,,POINT (-114.1454937 51.04327739),281,2,14,1
CENTRE,SUNNYSIDE,Break & Enter - Other Premises,1,2019/08,2019,AUG,2019-AUG-SUNNYSIDE-Break & Enter - Other Premises,,POINT (-114.0790263 51.0564192),62,7,7,2
,10A,Theft OF Vehicle,1,2019/01,2019,JAN,2019-JAN-10A-Theft OF Vehicle,,,,,,
CENTRE,HOUNSFIELD HEIGHTS/BRIAR HILL,Theft FROM Vehicle,1,2019/08,2019,AUG,2019-AUG-HOUNSFIELD HEIGHTS/BRIAR HILL-Theft FROM Vehicle,,POINT (-114.1057282 51.06319785),152,7,7,2
NORTHEAST,MAYLAND HEIGHTS,Break & Enter - Other Premises,1,2019/04,2019,APR,2019-APR-MAYLAND HEIGHTS-Break & Enter - Other Premises,,POINT (-114.0133252 51.06082771),140,3,12,4
NORTHWEST,MONTGOMERY,Violence Other (Non-domestic),1,2019/01,2019,JAN,2019-JAN-MONTGOMERY-Violence Other (Non-domestic),,POINT (-114.1622756 51.07110788),24,7,13,2
SOUTH,CEDARBRAE,Violence Other (Non-domestic),1,2019/03,2019,MAR,2019-MAR-CEDARBRAE-Violence Other (Non-domestic),,POINT (-114.1296161 50.95714874),126,5,8,1
NORTHWEST,SCENIC ACRES,Violence Other (Non-domestic),1,2019/02,2019,FEB,2019-FEB-SCENIC ACRES-Violence Other (Non-domestic),,POINT (-114.2172583 51.11266461),148,9,13,2
WEST,CURRIE BARRACKS,Break & Enter - Dwelling,1,2019/04,2019,APR,2019-APR-CURRIE BARRACKS-Break & Enter - Dwelling,,POINT (-114.1247823 51.01585104),199,2,8,1
CENTRE,ERLTON,Break & Enter - Commercial,1,2019/05,2019,MAY,2019-MAY-ERLTON-Break & Enter - Commercial,,POINT (-114.0631474 51.02632812),187,5,10,1
WEST,STRATHCONA PARK,Theft OF Vehicle,1,2019/10,2019,OCT,2019-OCT-STRATHCONA PARK-Theft OF Vehicle,,POINT (-114.1775796 51.04740325),67,14,1,1
NORTH,COUNTRY HILLS VILLAGE,Break & Enter - Dwelling,1,2019/07,2019,JUL,2019-JUL-COUNTRY HILLS VILLAGE-Break & Enter - Dwelling,,POINT (-114.0613954 51.15820385),264,12,11,4
WEST,GLENBROOK,Break & Enter - Commercial,1,2019/06,2019,JUN,2019-JUN-GLENBROOK-Break & Enter - Commercial,,POINT (-114.1526865 51.02420341),298,14,1,1
CENTRE,DOWNTOWN COMMERCIAL CORE,Commercial Robbery,1,2019/04,2019,APR,2019-APR-DOWNTOWN COMMERCIAL CORE-Commercial Robbery,,POINT (-114.0695922 51.0472702),262,7,7,1
WEST,WEST SPRINGS,Theft OF Vehicle,1,2019/02,2019,FEB,2019-FEB-WEST SPRINGS-Theft OF Vehicle,,POINT (-114.2061682 51.05971961),114,14,1,1
SOUTH,BRAESIDE,Assault (Non-domestic),1,2019/08,2019,AUG,2019-AUG-BRAESIDE-Assault (Non-domestic),,POINT (-114.1063532 50.95600012),23,5,8,1
CENTRE,SOUTH CALGARY,Break & Enter - Other Premises,1,2019/07,2019,JUL,2019-JUL-SOUTH CALGARY-Break & Enter - Other Premises,,POINT (-114.1020693 51.02680703),207,2,14,1
WEST,LINCOLN PARK,Violence Other (Non-domestic),1,2019/03,2019,MAR,2019-MAR-LINCOLN PARK-Violence Other (Non-domestic),,POINT (-114.1295569 51.01009069),42,2,8,1
SOUTHEAST,MCKENZIE TOWNE,Commercial Robbery,1,2019/12,2019,DEC,2019-DEC-MCKENZIE TOWNE-Commercial Robbery,,POINT (-113.96148 50.91713725),46,8,4,3
NORTH,COUNTRY HILLS VILLAGE,Violence Other (Non-domestic),1,2019/08,2019,AUG,2019-AUG-COUNTRY HILLS VILLAGE-Violence Other (Non-domestic),,POINT (-114.0613954 51.15820385),264,12,11,4
WEST,CRESTMONT,Break & Enter - Dwelling,1,2019/12,2019,DEC,2019-DEC-CRESTMONT-Break & Enter - Dwelling,,POINT (-114.2604859 51.08504325),31,9,13,1
SOUTH,CHAPARRAL,Violence Other (Non-domestic),1,2019/11,2019,NOV,2019-NOV-CHAPARRAL-Violence Other (Non-domestic),,POINT (-114.02565 50.88459997),130,13,6,3
NORTH,AURORA BUSINESS PARK,Break & Enter - Other Premises,1,2019/04,2019,APR,2019-APR-AURORA BUSINESS PARK-Break & Enter - Other Premises,,POINT (-114.0584755 51.13626243),100,12,11,4
SOUTH,EAGLE RIDGE,Break & Enter - Dwelling,1,2019/03,2019,MAR,2019-MAR-EAGLE RIDGE-Break & Enter - Dwelling,,POINT (-114.0968006 50.98872126),58,5,8,1
NORTHEAST,FRANKLIN,Break & Enter - Commercial,1,2019/03,2019,MAR,2019-MAR-FRANKLIN-Break & Enter - Commercial,,POINT (-113.9875255 51.05892746),84,3,12,4
NORTHEAST,NORTH AIRWAYS,Break & Enter - Commercial,1,2019/02,2019,FEB,2019-FEB-NORTH AIRWAYS-Break & Enter - Commercial,,POINT (-114.007526 51.0871427),72,3,9,4
EAST,PENBROOKE MEADOWS,Break & Enter - Commercial,1,2019/04,2019,APR,2019-APR-PENBROOKE MEADOWS-Break & Enter - Commercial,,POINT (-113.9475162 51.04586562),30,11,12,3
SOUTH,BRAESIDE,Assault (Non-domestic),1,2019/02,2019,FEB,2019-FEB-BRAESIDE-Assault (Non-domestic),,POINT (-114.1063532 50.95600012),23,5,8,1
WEST,WILDWOOD,Theft FROM Vehicle,1,2019/10,2019,OCT,2019-OCT-WILDWOOD-Theft FROM Vehicle,,POINT (-114.1585414 51.058258),170,2,14,1
EAST,ERIN WOODS,Theft OF Vehicle,1,2019/12,2019,DEC,2019-DEC-ERIN WOODS-Theft OF Vehicle,,POINT (-113.9676066 51.02105117),35,11,12,3
CENTRE,EAU CLAIRE,Break & Enter - Other Premises,1,2019/10,2019,OCT,2019-OCT-EAU CLAIRE-Break & Enter - Other Premises,,POINT (-114.0728209 51.05360699),295,7,7,1
EAST,BELVEDERE,Assault (Non-domestic),1,2019/01,2019,JAN,2019-JAN-BELVEDERE-Assault (Non-domestic),,POINT (-113.9049639 51.0378276),179,11,12,3
EAST,FOREST LAWN,Street Robbery,1,2019/04,2019,APR,2019-APR-FOREST LAWN-Street Robbery,,POINT (-113.9712303 51.03784772),85,11,12,3
EAST,09O,Violence Other (Non-domestic),1,2019/05,2019,MAY,2019-MAY-09O-Violence Other (Non-domestic),,POINT (-113.8930285 51.05230525),179,11,12,3
NORTHWEST,ARBOUR LAKE,Break & Enter - Other Premises,1,2019/06,2019,JUN,2019-JUN-ARBOUR LAKE-Break & Enter - Other Premises,,POINT (-114.2075783 51.13263257),244,10,3,2
CENTRE,SUNNYSIDE,Street Robbery,1,2019/03,2019,MAR,2019-MAR-SUNNYSIDE-Street Robbery,,POINT (-114.0790263 51.0564192),62,7,7,2
CENTRE,MANCHESTER,Theft OF Vehicle,1,2019/12,2019,DEC,2019-DEC-MANCHESTER-Theft OF Vehicle,,POINT (-114.0666468 51.00623889),124,11,10,1
SOUTH,MIDNAPORE,Theft OF Vehicle,1,2019/08,2019,AUG,2019-AUG-MIDNAPORE-Theft OF Vehicle,,POINT (-114.0576149 50.91563847),263,13,6,3
CENTRE,DOWNTOWN EAST VILLAGE,Violence Other (Non-domestic),1,2019/01,2019,JAN,2019-JAN-DOWNTOWN EAST VILLAGE-Violence Other (Non-domestic),,POINT (-114.0508151 51.04706488),65,7,7,3
NORTHEAST,STONEY 2,Assault (Non-domestic),1,2019/05,2019,MAY,2019-MAY-STONEY 2-Assault (Non-domestic),,POINT (-114.0172182 51.14338378),13,1,11,4
SOUTHEAST,12B,Break & Enter - Commercial,1,2019/12,2019,DEC,2019-DEC-12B-Break & Enter - Commercial,,POINT (-113.8986865 50.93923166),211,8,4,3
SOUTHEAST,MCKENZIE LAKE,Break & Enter - Other Premises,1,2019/10,2019,OCT,2019-OCT-MCKENZIE LAKE-Break & Enter - Other Premises,,POINT (-113.9881813 50.91488084),296,13,4,3
WEST,VALLEY RIDGE,Violence Other (Non-domestic),1,2019/10,2019,OCT,2019-OCT-VALLEY RIDGE-Violence Other (Non-domestic),,POINT (-114.2511639 51.095378),47,9,13,2
CENTRE,MANCHESTER INDUSTRIAL,Break & Enter - Dwelling,1,2019/04,2019,APR,2019-APR-MANCHESTER INDUSTRIAL-Break & Enter - Dwelling,,POINT (-114.0572665 51.0132571),160,11,10,3
SOUTH,OAKRIDGE,Break & Enter - Other Premises,1,2019/02,2019,FEB,2019-FEB-OAKRIDGE-Break & Enter - Other Premises,,POINT (-114.1296091 50.96973921),217,5,8,1
CENTRE,CHINATOWN,Assault (Non-domestic),1,2019/12,2019,DEC,2019-DEC-CHINATOWN-Assault (Non-domestic),,POINT (-114.0655201 51.052827),21,7,7,1
EAST,EASTFIELD,Theft FROM Vehicle,1,2019/07,2019,JUL,2019-JUL-EASTFIELD-Theft FROM Vehicle,,POINT (-113.9700729 51.01193851),101,11,12,3
NORTHWEST,CITADEL,Violence Other (Non-domestic),1,2019/05,2019,MAY,2019-MAY-CITADEL-Violence Other (Non-domestic),,POINT (-114.1839168 51.14453595),247,10,3,2
SOUTHEAST,SOUTH FOOTHILLS,Break & Enter - Other Premises,1,2019/09,2019,SEP,2019-SEP-SOUTH FOOTHILLS-Break & Enter - Other Premises,,POINT (-113.9736427 50.97126883),105,8,10,3
SOUTHEAST,COPPERFIELD,Theft FROM Vehicle,1,2019/12,2019,DEC,2019-DEC-COPPERFIELD-Theft FROM Vehicle,,POINT (-113.9294598 50.91781022),96,8,4,3
NORTHEAST,TARADALE,Break & Enter - Dwelling,1,2019/08,2019,AUG,2019-AUG-TARADALE-Break & Enter - Dwelling,,POINT (-113.9340021 51.11794016),26,1,11,4
NORTHEAST,TEMPLE,Break & Enter - Commercial,1,2019/09,2019,SEP,2019-SEP-TEMPLE-Break & Enter - Commercial,,POINT (-113.9467677 51.08879459),22,3,9,4
WEST,CHRISTIE PARK,Theft FROM Vehicle,1,2019/04,2019,APR,2019-APR-CHRISTIE PARK-Theft FROM Vehicle,,POINT (-114.1759007 51.04083462),68,14,1,1
SOUTH,SUNDANCE,Assault (Non-domestic),1,2019/06,2019,JUN,2019-JUN-SUNDANCE-Assault (Non-domestic),,POINT (-114.0420486 50.9015551),52,13,6,3
CENTRE,BANFF TRAIL,Break & Enter - Other Premises,1,2019/07,2019,JUL,2019-JUL-BANFF TRAIL-Break & Enter - Other Premises,,POINT (-114.115129 51.0742166),153,7,7,2
SOUTH,DEER RIDGE,Assault (Non-domestic),1,2019/01,2019,JAN,2019-JAN-DEER RIDGE-Assault (Non-domestic),,POINT (-114.0202339 50.92657361),151,13,6,3
NORTHEAST,MARLBOROUGH,Break & Enter - Dwelling,1,2019/03,2019,MAR,2019-MAR-MARLBOROUGH-Break & Enter - Dwelling,,POINT (-113.969988 51.0595454),77,3,12,4
CENTRE,CHINATOWN,Assault (Non-domestic),1,2019/03,2019,MAR,2019-MAR-CHINATOWN-Assault (Non-domestic),,POINT (-114.0655201 51.052827),21,7,7,1
SOUTH,MILLRISE,Assault (Non-domestic),1,2019/03,2019,MAR,2019-MAR-MILLRISE-Assault (Non-domestic),,POINT (-114.0849037 50.91704529),156,6,5,1
SOUTHEAST,MCKENZIE TOWNE,Break & Enter - Dwelling,1,2019/11,2019,NOV,2019-NOV-MCKENZIE TOWNE-Break & Enter - Dwelling,,POINT (-113.96148 50.91713725),46,8,4,3
NORTHEAST,DEERFOOT BUSINESS CENTRE,Theft OF Vehicle,1,2019/09,2019,SEP,2019-SEP-DEERFOOT BUSINESS CENTRE-Theft OF Vehicle,,POINT (-114.0383269 51.11209775),111,1,11,4
SOUTH,WALDEN,Break & Enter - Commercial,1,2019/08,2019,AUG,2019-AUG-WALDEN-Break & Enter - Commercial,,POINT (-114.0325896 50.87040629),135,13,6,3
NORTHEAST,CORAL SPRINGS,Break & Enter - Dwelling,1,2019/08,2019,AUG,2019-AUG-CORAL SPRINGS-Break & Enter - Dwelling,,POINT (-113.9269485 51.10335277),293,3,9,4
,10A,Assault (Non-domestic),1,2019/04,2019,APR,2019-APR-10A-Assault (Non-domestic),,,,,,
SOUTHEAST,MAHOGANY,Break & Enter - Commercial,1,2019/06,2019,JUN,2019-JUN-MAHOGANY-Break & Enter - Commercial,,POINT (-113.924527 50.8959585),116,8,4,3
NORTHWEST,DALHOUSIE,Break & Enter - Dwelling,1,2019/11,2019,NOV,2019-NOV-DALHOUSIE-Break & Enter - Dwelling,,POINT (-114.1581646 51.10941383),38,4,7,2
SOUTHEAST,SECTION 23,Break & Enter - Commercial,1,2019/03,2019,MAR,2019-MAR-SECTION 23-Break & Enter - Commercial,,POINT (-113.9478046 50.97093555),104,8,10,3
SOUTHEAST,MCKENZIE TOWNE,Break & Enter - Dwelling,1,2019/12,2019,DEC,2019-DEC-MCKENZIE TOWNE-Break & Enter - Dwelling,,POINT (-113.96148 50.91713725),46,8,4,3
SOUTH,SHAWNEE SLOPES,Break & Enter - Dwelling,1,2019/07,2019,JUL,2019-JUL-SHAWNEE SLOPES-Break & Enter - Dwelling,,POINT (-114.085803 50.9261889),32,6,5,1
SOUTH,LAKE BONAVISTA,Commercial Robbery,1,2019/01,2019,JAN,2019-JAN-LAKE BONAVISTA-Commercial Robbery,,POINT (-114.0513229 50.93980907),267,13,6,3
CENTRE,CHINATOWN,Break & Enter - Dwelling,1,2019/02,2019,FEB,2019-FEB-CHINATOWN-Break & Enter - Dwelling,,POINT (-114.0655201 51.052827),21,7,7,1
NORTHEAST,STONEY 3,Commercial Robbery,1,2019/02,2019,FEB,2019-FEB-STONEY 3-Commercial Robbery,,POINT (-113.9758351 51.14703269),107,1,11,4
CENTRE,CAPITOL HILL,Break & Enter - Other Premises,1,2019/04,2019,APR,2019-APR-CAPITOL HILL-Break & Enter - Other Premises,,POINT (-114.0946516 51.07266169),63,7,7,2
WEST,GLENBROOK,Violence Other (Non-domestic),1,2019/08,2019,AUG,2019-AUG-GLENBROOK-Violence Other (Non-domestic),,POINT (-114.1526865 51.02420341),298,14,1,1
CENTRE,UPPER MOUNT ROYAL,Break & Enter - Commercial,1,2019/02,2019,FEB,2019-FEB-UPPER MOUNT ROYAL-Break & Enter - Commercial,,POINT (-114.0850279 51.02996708),271,2,14,1
CENTRE,HIGHFIELD,Commercial Robbery,1,2019/11,2019,NOV,2019-NOV-HIGHFIELD-Commercial Robbery,,POINT (-114.037201 51.01829468),75,11,10,3
WEST,CHRISTIE PARK,Break & Enter - Dwelling,1,2019/09,2019,SEP,2019-SEP-CHRISTIE PARK-Break & Enter - Dwelling,,POINT (-114.1759007 51.04083462),68,14,1,1
NORTHEAST,CALGARY INTERNATIONAL AIRPORT,Assault (Non-domestic),1,2019/11,2019,NOV,2019-NOV-CALGARY INTERNATIONAL AIRPORT-Assault (Non-domestic),,POINT (-114.011718 51.12355931),86,1,11,4
NORTH,CARRINGTON,Theft FROM Vehicle,1,2019/10,2019,OCT,2019-OCT-CARRINGTON-Theft FROM Vehicle,,POINT (-114.0887654 51.18568826),242,12,11,2
CENTRE,CLIFF BUNGALOW,Theft OF Vehicle,1,2019/05,2019,MAY,2019-MAY-CLIFF BUNGALOW-Theft OF Vehicle,,POINT (-114.0748949 51.03393023),18,2,14,1
NORTHWEST,DALHOUSIE,Break & Enter - Commercial,1,2019/04,2019,APR,2019-APR-DALHOUSIE-Break & Enter - Commercial,,POINT (-114.1581646 51.10941383),38,4,7,2
WEST,CANADA OLYMPIC PARK,Break & Enter - Commercial,1,2019/10,2019,OCT,2019-OCT-CANADA OLYMPIC PARK-Break & Enter - Commercial,,POINT (-114.2167052 51.08124148),4,14,13,1
CENTRE,ALYTH/BONNYBROOK,Break & Enter - Commercial,1,2019/04,2019,APR,2019-APR-ALYTH/BONNYBROOK-Break & Enter - Commercial,,POINT (-114.0224822 51.02285932),98,11,10,3
EAST,ERIN WOODS,Break & Enter - Other Premises,1,2019/10,2019,OCT,2019-OCT-ERIN WOODS-Break & Enter - Other Premises,,POINT (-113.9676066 51.02105117),35,11,12,3
WEST,WEST SPRINGS,Violence Other (Non-domestic),1,2019/12,2019,DEC,2019-DEC-WEST SPRINGS-Violence Other (Non-domestic),,POINT (-114.2061682 51.05971961),114,14,1,1
EAST,ALBERT PARK/RADISSON HEIGHTS,Break & Enter - Dwelling,1,2019/03,2019,MAR,2019-MAR-ALBERT PARK/RADISSON HEIGHTS-Break & Enter - Dwelling,,POINT (-113.9967838 51.04454101),121,11,12,3
SOUTHEAST,NEW BRIGHTON,Theft FROM Vehicle,1,2019/02,2019,FEB,2019-FEB-NEW BRIGHTON-Theft FROM Vehicle,,POINT (-113.9452476 50.92205168),139,8,4,3
NORTH,HUNTINGTON HILLS,Break & Enter - Dwelling,1,2019/07,2019,JUL,2019-JUL-HUNTINGTON HILLS-Break & Enter - Dwelling,,POINT (-114.0667094 51.11758229),261,4,2,4
SOUTHEAST,CRANSTON,Break & Enter - Commercial,1,2019/06,2019,JUN,2019-JUN-CRANSTON-Break & Enter - Commercial,,POINT (-113.9799915 50.87820239),294,8,4,3
EAST,FOREST HEIGHTS,Violence Other (Non-domestic),1,2019/02,2019,FEB,2019-FEB-FOREST HEIGHTS-Violence Other (Non-domestic),,POINT (-113.9687717 51.04923737),194,11,12,3
SOUTH,WALDEN,Assault (Non-domestic),1,2019/02,2019,FEB,2019-FEB-WALDEN-Assault (Non-domestic),,POINT (-114.0325896 50.87040629),135,13,6,3
SOUTH,CHINOOK PARK,Break & Enter - Dwelling,1,2019/08,2019,AUG,2019-AUG-CHINOOK PARK-Break & Enter - Dwelling,,POINT (-114.0889934 50.98324643),59,5,8,1
CENTRE,GARRISON WOODS,Theft OF Vehicle,1,2019/10,2019,OCT,2019-OCT-GARRISON WOODS-Theft OF Vehicle,,POINT (-114.1136166 51.01718798),201,2,8,1
NORTHWEST,CHARLESWOOD,Theft OF Vehicle,1,2019/04,2019,APR,2019-APR-CHARLESWOOD-Theft OF Vehicle,,POINT (-114.1121819 51.09012582),125,4,7,2
SOUTH,MAPLE RIDGE,Break & Enter - Commercial,1,2019/02,2019,FEB,2019-FEB-MAPLE RIDGE-Break & Enter - Commercial,,POINT (-114.0346785 50.95763947),93,5,6,3
NORTHWEST,DALHOUSIE,Violence Other (Non-domestic),1,2019/05,2019,MAY,2019-MAY-DALHOUSIE-Violence Other (Non-domestic),,POINT (-114.1581646 51.10941383),38,4,7,2
CENTRE,ELBOYA,Break & Enter - Dwelling,1,2019/09,2019,SEP,2019-SEP-ELBOYA-Break & Enter - Dwelling,,POINT (-114.0736204 51.0129938),143,5,8,1
CENTRE,SHAGANAPPI,Break & Enter - Other Premises,1,2019/01,2019,JAN,2019-JAN-SHAGANAPPI-Break & Enter - Other Premises,,POINT (-114.1266428 51.04520482),198,2,14,1
CENTRE,DOWNTOWN EAST VILLAGE,Break & Enter - Commercial,1,2019/06,2019,JUN,2019-JUN-DOWNTOWN EAST VILLAGE-Break & Enter - Commercial,,POINT (-114.0508151 51.04706488),65,7,7,3
NORTHEAST,STONEY 4,Break & Enter - Commercial,1,2019/10,2019,OCT,2019-OCT-STONEY 4-Break & Enter - Commercial,,POINT (-114.0027575 51.17620448),243,12,11,4
NORTHWEST,ARBOUR LAKE,Violence Other (Non-domestic),1,2019/08,2019,AUG,2019-AUG-ARBOUR LAKE-Violence Other (Non-domestic),,POINT (-114.2075783 51.13263257),244,10,3,2
EAST,SOUTHVIEW,Street Robbery,1,2019/10,2019,OCT,2019-OCT-SOUTHVIEW-Street Robbery,,POINT (-113.9973381 51.03415568),15,11,12,3
NORTHEAST,SKYVIEW RANCH,Violence Other (Non-domestic),1,2019/06,2019,JUN,2019-JUN-SKYVIEW RANCH-Violence Other (Non-domestic),,POINT (-113.9583746 51.15612673),12,1,11,4
CENTRE,MEADOWLARK PARK,Violence Other (Non-domestic),1,2019/07,2019,JUL,2019-JUL-MEADOWLARK PARK-Violence Other (Non-domestic),,POINT (-114.0773554 50.99782963),64,5,8,1
CENTRE,ST. ANDREWS HEIGHTS,Break & Enter - Dwelling,1,2019/09,2019,SEP,2019-SEP-ST. ANDREWS HEIGHTS-Break & Enter - Dwelling,,POINT (-114.1274293 51.06390669),154,7,7,2
SOUTH,HAYSBORO,Violence Other (Non-domestic),1,2019/08,2019,AUG,2019-AUG-HAYSBORO-Violence Other (Non-domestic),,POINT (-114.0833509 50.9722144),195,5,8,1
CENTRE,CAMBRIAN HEIGHTS,Break & Enter - Other Premises,1,2019/07,2019,JUL,2019-JUL-CAMBRIAN HEIGHTS-Break & Enter - Other Premises,,POINT (-114.089379 51.08433917),276,4,7,2
CENTRE,BEL-AIRE,Theft FROM Vehicle,1,2019/12,2019,DEC,2019-DEC-BEL-AIRE-Theft FROM Vehicle,,POINT (-114.0889412 50.99944255),285,5,8,1
CENTRE,SUNNYSIDE,Violence Other (Non-domestic),1,2019/02,2019,FEB,2019-FEB-SUNNYSIDE-Violence Other (Non-domestic),,POINT (-114.0790263 51.0564192),62,7,7,2
SOUTHEAST,CRANSTON,Break & Enter - Commercial,1,2019/05,2019,MAY,2019-MAY-CRANSTON-Break & Enter - Commercial,,POINT (-113.9799915 50.87820239),294,8,4,3
CENTRE,PARKHILL,Break & Enter - Dwelling,1,2019/04,2019,APR,2019-APR-PARKHILL-Break & Enter - Dwelling,,POINT (-114.0655518 51.01817361),60,5,10,1
SOUTH,SOUTHWOOD,Violence Other (Non-domestic),1,2019/09,2019,SEP,2019-SEP-SOUTHWOOD-Violence Other (Non-domestic),,POINT (-114.0832009 50.95777357),7,5,8,1
CENTRE,MEADOWLARK PARK,Break & Enter - Commercial,1,2019/12,2019,DEC,2019-DEC-MEADOWLARK PARK-Break & Enter - Commercial,,POINT (-114.0773554 50.99782963),64,5,8,1
SOUTH,OAKRIDGE,Theft OF Vehicle,1,2019/08,2019,AUG,2019-AUG-OAKRIDGE-Theft OF Vehicle,,POINT (-114.1296091 50.96973921),217,5,8,1
CENTRE,HIGHLAND PARK,Theft OF Vehicle,1,2019/04,2019,APR,2019-APR-HIGHLAND PARK-Theft OF Vehicle,,POINT (-114.062069 51.0880224),259,4,2,4
SOUTHEAST,MCKENZIE TOWNE,Break & Enter - Other Premises,1,2019/08,2019,AUG,2019-AUG-MCKENZIE TOWNE-Break & Enter - Other Premises,,POINT (-113.96148 50.91713725),46,8,4,3
CENTRE,BANFF TRAIL,Violence Other (Non-domestic),1,2019/10,2019,OCT,2019-OCT-BANFF TRAIL-Violence Other (Non-domestic),,POINT (-114.115129 51.0742166),153,7,7,2
WEST,CRESTMONT,Street Robbery,1,2019/04,2019,APR,2019-APR-CRESTMONT-Street Robbery,,POINT (-114.2604859 51.08504325),31,9,13,1
NORTHEAST,CORAL SPRINGS,Commercial Robbery,1,2019/02,2019,FEB,2019-FEB-CORAL SPRINGS-Commercial Robbery,,POINT (-113.9269485 51.10335277),293,3,9,4
SOUTH,MAPLE RIDGE,Break & Enter - Dwelling,1,2019/06,2019,JUN,2019-JUN-MAPLE RIDGE-Break & Enter - Dwelling,,POINT (-114.0346785 50.95763947),93,5,6,3
NORTHEAST,PEGASUS,Break & Enter - Commercial,1,2019/08,2019,AUG,2019-AUG-PEGASUS-Break & Enter - Commercial,,POINT (-114.006498 51.09447943),82,1,11,4
CENTRE,CAPITOL HILL,Break & Enter - Dwelling,1,2019/02,2019,FEB,2019-FEB-CAPITOL HILL-Break & Enter - Dwelling,,POINT (-114.0946516 51.07266169),63,7,7,2
WEST,WESTGATE,Break & Enter - Commercial,1,2019/07,2019,JUL,2019-JUL-WESTGATE-Break & Enter - Commercial,,POINT (-114.1584434 51.04415472),234,14,14,1
NORTHEAST,VISTA HEIGHTS,Theft FROM Vehicle,1,2019/03,2019,MAR,2019-MAR-VISTA HEIGHTS-Theft FROM Vehicle,,POINT (-114.0177264 51.07193261),141,3,9,4
NORTHWEST,SILVER SPRINGS,Violence Other (Non-domestic),1,2019/08,2019,AUG,2019-AUG-SILVER SPRINGS-Violence Other (Non-domestic),,POINT (-114.1962799 51.10427009),147,9,13,2
NORTH,THORNCLIFFE,Commercial Robbery,1,2019/05,2019,MAY,2019-MAY-THORNCLIFFE-Commercial Robbery,,POINT (-114.0687794 51.10309955),192,4,2,2
WEST,WESTGATE,Break & Enter - Dwelling,1,2019/06,2019,JUN,2019-JUN-WESTGATE-Break & Enter - Dwelling,,POINT (-114.1584434 51.04415472),234,14,14,1
SOUTH,BONAVISTA DOWNS,Break & Enter - Other Premises,1,2019/07,2019,JUL,2019-JUL-BONAVISTA DOWNS-Break & Enter - Other Premises,,POINT (-114.0314 50.94369768),175,13,6,3
CENTRE,RICHMOND,Break & Enter - Other Premises,1,2019/09,2019,SEP,2019-SEP-RICHMOND-Break & Enter - Other Premises,,POINT (-114.1184225 51.02970543),181,2,14,1
SOUTH,MILLRISE,Break & Enter - Commercial,1,2019/06,2019,JUN,2019-JUN-MILLRISE-Break & Enter - Commercial,,POINT (-114.0849037 50.91704529),156,6,5,1
WEST,WILDWOOD,Break & Enter - Dwelling,1,2019/01,2019,JAN,2019-JAN-WILDWOOD-Break & Enter - Dwelling,,POINT (-114.1585414 51.058258),170,2,14,1
NORTHEAST,MONTEREY PARK,Assault (Non-domestic),1,2019/06,2019,JUN,2019-JUN-MONTEREY PARK-Assault (Non-domestic),,POINT (-113.926851 51.08145946),161,3,9,4
NORTHEAST,STONEY 3,Break & Enter - Commercial,1,2019/11,2019,NOV,2019-NOV-STONEY 3-Break & Enter - Commercial,,POINT (-113.9758351 51.14703269),107,1,11,4
NORTH,COUNTRY HILLS,Street Robbery,1,2019/07,2019,JUL,2019-JUL-COUNTRY HILLS-Street Robbery,,POINT (-114.0798938 51.14377568),172,12,2,2
NORTHWEST,CHARLESWOOD,Theft OF Vehicle,1,2019/05,2019,MAY,2019-MAY-CHARLESWOOD-Theft OF Vehicle,,POINT (-114.1121819 51.09012582),125,4,7,2
NORTHEAST,DEERFOOT BUSINESS CENTRE,Break & Enter - Commercial,1,2019/03,2019,MAR,2019-MAR-DEERFOOT BUSINESS CENTRE-Break & Enter - Commercial,,POINT (-114.0383269 51.11209775),111,1,11,4
SOUTHEAST,SOUTH FOOTHILLS,Theft OF Vehicle,1,2019/04,2019,APR,2019-APR-SOUTH FOOTHILLS-Theft OF Vehicle,,POINT (-113.9736427 50.97126883),105,8,10,3
NORTHEAST,STONEY 2,Assault (Non-domestic),1,2019/11,2019,NOV,2019-NOV-STONEY 2-Assault (Non-domestic),,POINT (-114.0172182 51.14338378),13,1,11,4
SOUTHEAST,SETON,Violence Other (Non-domestic),1,2019/05,2019,MAY,2019-MAY-SETON-Violence Other (Non-domestic),,POINT (-113.9478494 50.87416379),229,8,4,3
